sale_id,product,unit_price,quantity,region,sales_person,date,total_price
582,Tablet,,2,Nakuru,Brian,,
503,Phone,2000.0,4,Nakuru,Mary,,8000.0
624,Headphones,1200.0,5,,James,Not Available,6000.0
516,,,4,Nairobi,Kelvin,Not Available,
350,,,4,,Kelvin,Not Available,
446,Phone,50.0,2,Nakuru,Kelvin,,100.0
350,Headphones,1200.0,3,Nairobi,Brian,,3600.0
607,,1200.0,5,Nairobi,Mary,,6000.0
664,,1200.0,2,,,2025-01-01,2400.0
137,Phone,50.0,4,Nairobi,,,200.0
759,,,2,Mombasa,,2025-01-01,
243,Camera,50.0,3,Mombasa,Brian,,150.0
543,Camera,500.0,,Kisumu,Susan,2025-01-01,
40,,500.0,5,,James,2025-01-05,2500.0
229,Camera,50.0,3,,James,Not Available,150.0
548,Laptop,1200.0,1,Kisumu,Kelvin,Not Available,1200.0
223,,,5,Mombasa,Kelvin,,
6,,50.0,3,Kisumu,,2025-01-05,150.0
322,Headphones,50.0,4,,,Not Available,200.0
468,Camera,50.0,5,,Kelvin,,250.0
732,,100.0,5,Nairobi,Mary,2025-01-05,500.0
75,,500.0,2,Nakuru,Susan,Not Available,1000.0
4,,2000.0,4,Nairobi,Susan,2025-01-01,8000.0
646,Laptop,1200.0,1,,Susan,,1200.0
118,Headphones,150.0,,Mombasa,Susan,2025-01-05,
606,Phone,2000.0,3,,Kelvin,,6000.0
504,,1200.0,2,Mombasa,James,2025-01-05,2400.0
574,,150.0,3,Nairobi,Kelvin,,450.0
441,Laptop,100.0,1,,Susan,2025-01-05,100.0
194,Tablet,50.0,1,,Kelvin,,50.0
715,Laptop,100.0,5,Mombasa,Susan,Not Available,500.0
392,Laptop,100.0,1,,Brian,2025-01-01,100.0
26,Headphones,2000.0,3,,,Not Available,6000.0
435,Phone,,4,,James,2025-01-01,
173,Tablet,2000.0,4,Mombasa,Brian,Not Available,8000.0
300,Camera,500.0,5,,Mary,Not Available,2500.0
645,Camera,150.0,,Kisumu,Kelvin,2025-01-05,
326,,50.0,3,,Mary,,150.0
410,Laptop,2000.0,3,,Kelvin,,6000.0
118,Headphones,150.0,1,,,,150.0
787,Headphones,1200.0,3,Nairobi,Brian,,3600.0
724,Camera,150.0,2,Kisumu,,2025-01-01,300.0
225,,1200.0,,Nakuru,Susan,,
532,,2000.0,1,Nairobi,,,2000.0
113,,500.0,2,Nakuru,,2025-01-05,1000.0
140,Tablet,2000.0,5,Mombasa,Susan,Not Available,10000.0
559,Phone,1200.0,4,Nakuru,Kelvin,,4800.0
1,Tablet,150.0,5,,Susan,,750.0
90,,150.0,4,Nakuru,Brian,,600.0
654,,1200.0,5,,,2025-01-01,6000.0
320,Phone,100.0,3,Nairobi,Susan,2025-01-01,300.0
550,Camera,500.0,2,Nairobi,,2025-01-01,1000.0
139,Phone,,4,Nakuru,Brian,,
511,Headphones,50.0,1,Nairobi,Mary,2025-01-05,50.0
259,,150.0,2,,Brian,,300.0
673,Laptop,50.0,1,Nairobi,James,,50.0
690,Laptop,,2,Nakuru,James,2025-01-05,
10,Camera,2000.0,2,Kisumu,James,2025-01-05,4000.0
261,Headphones,50.0,5,Kisumu,,,250.0
650,Tablet,,4,Mombasa,Kelvin,,
172,Headphones,1200.0,4,Nairobi,Kelvin,2025-01-05,4800.0
13,Laptop,100.0,2,Nakuru,Kelvin,2025-01-05,200.0
168,Laptop,150.0,3,Nairobi,,2025-01-05,450.0
642,,,3,,Brian,,
596,Headphones,50.0,1,,Kelvin,2025-01-05,50.0
321,Headphones,150.0,1,Nairobi,Mary,2025-01-01,150.0
319,Laptop,100.0,5,Nairobi,James,,500.0
613,Tablet,1200.0,2,Kisumu,Brian,2025-01-01,2400.0
329,Camera,2000.0,1,,James,Not Available,2000.0
785,,150.0,1,Nakuru,Kelvin,,150.0
777,Camera,2000.0,,Nairobi,Brian,Not Available,
550,Headphones,,2,Kisumu,Susan,2025-01-05,
419,Camera,100.0,5,Mombasa,Mary,2025-01-05,500.0
606,Laptop,50.0,1,,Kelvin,,50.0
95,Laptop,100.0,5,Kisumu,Kelvin,2025-01-05,500.0
581,Headphones,100.0,4,Kisumu,Mary,Not Available,400.0
318,Headphones,500.0,5,Kisumu,Mary,2025-01-05,2500.0
236,,100.0,3,Nairobi,Susan,,300.0
334,,100.0,3,Nairobi,Kelvin,2025-01-05,300.0
376,,150.0,5,Mombasa,,,750.0
459,Headphones,50.0,3,,Kelvin,2025-01-05,150.0
137,Tablet,150.0,4,,James,Not Available,600.0
588,Camera,150.0,2,,Brian,Not Available,300.0
547,Headphones,,3,,Brian,2025-01-05,
513,Phone,150.0,3,,James,Not Available,450.0
296,,500.0,5,Mombasa,Brian,Not Available,2500.0
320,Phone,500.0,4,,Mary,,2000.0
572,Laptop,2000.0,2,,Brian,,4000.0
349,,,5,,Brian,,
779,Camera,2000.0,5,Kisumu,James,2025-01-01,10000.0
229,Headphones,2000.0,,,Susan,,
270,Phone,1200.0,4,Nairobi,Brian,2025-01-05,4800.0
798,Camera,50.0,2,Nairobi,,,100.0
291,Laptop,50.0,4,Kisumu,Brian,2025-01-05,200.0
725,,150.0,2,Kisumu,Susan,2025-01-01,300.0
165,Tablet,150.0,4,Kisumu,James,,600.0
5,,1200.0,5,Nairobi,Susan,Not Available,6000.0
379,Camera,150.0,5,,James,,750.0
78,Camera,50.0,1,Kisumu,Mary,2025-01-05,50.0
410,Tablet,2000.0,3,Mombasa,James,2025-01-01,6000.0
574,Camera,100.0,,Kisumu,Mary,Not Available,
132,Laptop,500.0,4,Nakuru,Mary,,2000.0
601,Laptop,100.0,,Kisumu,James,Not Available,
749,Tablet,100.0,1,Nairobi,,,100.0
42,,50.0,3,,Kelvin,,150.0
89,Headphones,100.0,4,Kisumu,James,Not Available,400.0
402,Phone,1200.0,2,,Brian,Not Available,2400.0
296,Headphones,,3,Nakuru,,Not Available,
295,Camera,150.0,5,Mombasa,,,750.0
616,Phone,,1,,Brian,2025-01-01,
526,Tablet,2000.0,3,,Kelvin,,6000.0
691,Tablet,500.0,3,Kisumu,,Not Available,1500.0
637,,150.0,5,Nakuru,Mary,,750.0
422,Phone,100.0,4,Nakuru,Kelvin,2025-01-01,400.0
23,Laptop,500.0,2,,Brian,,1000.0
575,Phone,150.0,5,Mombasa,Kelvin,,750.0
143,Camera,1200.0,2,Nairobi,James,,2400.0
665,Laptop,1200.0,4,Kisumu,Kelvin,Not Available,4800.0
145,,1200.0,3,Nakuru,Mary,2025-01-01,3600.0
225,,1200.0,2,Mombasa,James,,2400.0
503,,100.0,1,,Susan,2025-01-01,100.0
616,Tablet,,1,Nakuru,Brian,Not Available,
104,Phone,150.0,5,Mombasa,Brian,2025-01-01,750.0
39,,100.0,4,Nairobi,Kelvin,2025-01-01,400.0
198,Headphones,1200.0,5,Nairobi,,2025-01-05,6000.0
646,,2000.0,5,Nakuru,James,2025-01-01,10000.0
579,Headphones,,,Nakuru,Susan,,
391,,2000.0,5,,James,,10000.0
179,,500.0,,Kisumu,Brian,2025-01-05,
554,Camera,2000.0,1,Mombasa,James,,2000.0
448,Headphones,500.0,1,Nakuru,Susan,,500.0
500,Phone,500.0,5,Kisumu,,Not Available,2500.0
15,Phone,1200.0,1,,Kelvin,Not Available,1200.0
623,Headphones,500.0,4,Kisumu,Mary,2025-01-05,2000.0
669,,50.0,,Nakuru,James,Not Available,
289,Phone,150.0,,Nairobi,Mary,Not Available,
478,Camera,150.0,5,Mombasa,Brian,Not Available,750.0
231,Laptop,1200.0,1,Mombasa,Kelvin,,1200.0
420,,50.0,2,Nairobi,Kelvin,2025-01-05,100.0
157,Camera,2000.0,,Nakuru,James,,
550,,100.0,5,Mombasa,,,500.0
441,Camera,2000.0,5,Nakuru,Kelvin,,10000.0
97,,100.0,4,,James,,400.0
411,,500.0,3,Nakuru,James,2025-01-01,1500.0
289,,,3,Kisumu,Mary,2025-01-01,
254,Phone,100.0,,Nairobi,Kelvin,,
196,Laptop,,4,Nakuru,James,,
598,,150.0,4,,Mary,,600.0
522,,,4,,Susan,,
517,Phone,150.0,,Nairobi,Mary,2025-01-05,
635,Tablet,50.0,3,Mombasa,Mary,2025-01-01,150.0
118,Phone,50.0,4,Kisumu,James,2025-01-01,200.0
159,,1200.0,1,Mombasa,Brian,,1200.0
228,Phone,1200.0,5,,Brian,Not Available,6000.0
216,Phone,500.0,5,,,Not Available,2500.0
696,Laptop,100.0,2,Mombasa,Brian,,200.0
15,Phone,500.0,2,Nairobi,Mary,2025-01-05,1000.0
157,,150.0,,Mombasa,,Not Available,
648,Laptop,500.0,,Nakuru,James,,
261,Headphones,,5,Mombasa,Kelvin,2025-01-05,
157,Tablet,150.0,1,Kisumu,Mary,2025-01-05,150.0
47,Laptop,1200.0,3,Kisumu,Mary,,3600.0
